#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord      ---- domain strat stats ----- 
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc   q-value local FDR  FDR|lFDR description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- --------- --------- --------- ---------------------
DUF525               PF04379.14    87 PF3D7_1362600        -            267   1.5e-06   14.7   0.4   1   1   3.3e-06   3.3e-06   13.6   0.4     7    52   115   160   109   175 0.92     0.018         1         1 ApaG domain
2OG-FeII_Oxy_5       PF13759.6    101 PF3D7_1362600        -            267   3.5e-05   10.5   0.0   1   1   8.9e-05   8.9e-05    9.2   0.0    48    86   156   194   125   201 0.76      0.48         1         1 Putative 2OG-Fe(II) oxygenase
Torus                PF16131.5    109 PF3D7_0515000        -            848   6.9e-38  116.0   1.3   1   1   6.9e-38   6.9e-38  116.0   1.3     3   109   527   641   525   641 0.83   3.8e-34     0.002   6.6e-05 Torus domain
RRM_1                PF00076.22    70 PF3D7_0515000        -            848   2.3e-10   26.5   0.2   1   1   6.1e-10   6.1e-10   25.1   0.2     1    66   669   730   669   733 0.89   3.9e-08     2e-06   2.4e-08 RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)
Ribosomal_S14        PF00253.21    54 PF3D7_0705700        -             54     1e-19   56.4   3.0   1   1   1.2e-19   1.2e-19   56.2   3.0     2    54     5    54     4    54 0.96   3.3e-16    0.0017   5.8e-05 Ribosomal protein S14p/S29e
ACP_PD               PF04336.12   105 PF3D7_0305400        -            145   1.2e-05   12.0   0.7   1   1   1.9e-05   1.9e-05   11.4   0.2    12    71    11    71     3    87 0.80       0.1       0.1    0.0033 Acyl carrier protein phosphodiesterase
NIF                  PF03031.18   156 PF3D7_1012700        -           1438   3.7e-17   48.7   0.6   1   2   4.9e-06   4.9e-06   12.6   0.2     1    17   324   340   324   377 0.76    0.0053         1         1 NLI interacting factor-like phosphatase
NIF                  PF03031.18   156 PF3D7_1012700        -           1438   3.7e-17   48.7   0.6   2   2   3.7e-17   3.7e-17   48.7   0.6    21   131   562   669   535   686 0.81     5e-14     0.027   0.00084 NLI interacting factor-like phosphatase
tRNA-synt_2b         PF00587.25   179 PF3D7_0925300        -            579   6.3e-39  119.9   3.1   1   1   1.1e-37   1.1e-37  115.8   1.2     7   178   174   347   169   348 0.90     6e-34   1.8e-31   8.5e-34 tRNA synthetase class II core domain (G, H, P, S and T)
HGTP_anticodon       PF03129.20    94 PF3D7_0925300        -            579   6.1e-09   22.3   0.0   1   1   8.2e-08   8.2e-08   18.7   0.0    23    92   479   577   473   578 0.88   8.9e-05         1         1 Anticodon binding domain
tRNA_anti-codon      PF01336.25    76 PF3D7_1112400        -            191   2.8e-11   29.6   0.1   1   1   4.3e-11   4.3e-11   29.0   0.1     2    74    58   133    57   135 0.90   3.9e-08     2e-07   2.1e-09 OB-fold nucleic acid binding domain
DUF1192              PF06698.11    58 PF3D7_1208300        -            157   1.9e-05   11.0   0.1   1   1   3.9e-05   3.9e-05   10.0   0.1    10    29    61    80    52    85 0.82      0.21         1         1 Protein of unknown function (DUF1192)
PP-binding_2         PF14573.6     96 PF3D7_1208300        -            157   3.4e-21   61.6   1.0   1   1   3.4e-21   3.4e-21   61.6   1.0    13    86    78   151    71   157 0.92   1.8e-17      0.33     0.009 Acyl-carrier
ABC2_membrane_2      PF12679.7    288 PF3D7_1237100        -           2792   2.7e-05    9.6   0.5   1   1   5.4e-05   5.4e-05    8.7   0.1     3    98   699   886   697   892 0.82      0.15      0.17    0.0056 ABC-2 family transporter protein
Fumble               PF03630.14   330 PF3D7_1437400        -            766   1.1e-31   96.3  17.1   1   2   5.2e-25   5.2e-25   74.3   4.7    32   247   174   410   149   462 0.84   1.4e-21   1.7e-10   1.6e-12 Fumble
Fumble               PF03630.14   330 PF3D7_1437400        -            766   1.1e-31   96.3  17.1   2   2   3.3e-11   3.3e-11   29.0   2.3   251   329   658   754   604   755 0.78   4.5e-08     0.012   0.00038 Fumble
DUF4573              PF15140.6    176 PF3D7_0611800        -           3248   3.9e-06   12.9   0.0   1   1   1.1e-05   1.1e-05   11.4   0.0    38   140   139   241   119   277 0.37    0.0075     0.081    0.0026 Domain of unknown function (DUF4573)
DEAD                 PF00270.29   176 PF3D7_1307300        -            630   4.3e-42  130.0   0.6   1   1   6.2e-41   6.2e-41  126.2   0.2     1   173   174   346   174   349 0.90   1.9e-38   8.9e-37   7.5e-39 DEAD/DEAH box helicase
Helicase_C           PF00271.31   111 PF3D7_1307300        -            630   5.9e-23   67.6   5.8   1   1   7.6e-21   7.6e-21   60.8   0.9     6   110   391   500   386   501 0.90   1.1e-18   2.3e-16   2.3e-18 Helicase conserved C-terminal domain
GDE_N                PF12439.8    218 PF3D7_0111600        -            248   3.4e-05    9.5   1.8   1   1   5.2e-05   5.2e-05    8.9   1.8   130   190    40   115    31   138 0.68      0.28         1         1 Glycogen debranching enzyme N terminal
Dus                  PF01207.17   310 PF3D7_0918800        -            577   9.1e-60  188.4   0.0   1   2   3.4e-56   3.4e-56  176.7   0.0     2   202   202   414   201   417 0.97   9.2e-53      0.14    0.0047 Dihydrouridine synthase (Dus)
Dus                  PF01207.17   310 PF3D7_0918800        -            577   9.1e-60  188.4   0.0   2   2   2.6e-05   2.6e-05    9.5   0.0   207   290   446   530   436   550 0.67     0.047         1         1 Dihydrouridine synthase (Dus)
RNase_H2-Ydr279      PF09468.10   160 PF3D7_1435100        -            359   4.3e-13   35.9   2.0   1   1   4.3e-13   4.3e-13   35.9   2.0     1   159   110   302   110   303 0.71   2.3e-09         1         1 Ydr279p protein family (RNase H2 complex component) wHTH domain
JAMP                 PF05571.12   292 PF3D7_1341500        -            508   4.8e-05    9.2   0.1   1   1   8.2e-05   8.2e-05    8.4   0.1    64   132   354   421   344   427 0.80      0.45         1         1 JNK1/MAPK8-associated membrane protein
DUF4094              PF13334.6     88 PF3D7_0624300        -            185   4.1e-06   13.5   0.6   1   1     7e-06     7e-06   12.7   0.1     7    75     7    78     3    89 0.65     0.038         1         1 Domain of unknown function (DUF4094)
PPI_Ypi1             PF07491.11    60 PF3D7_0624300        -            185   1.3e-05   11.2   0.1   1   1   1.3e-05   1.3e-05   11.2   0.1    23    40    75    92    65    93 0.94     0.035      0.13    0.0043 Protein phosphatase inhibitor
CPW_WPC              PF09717.10    59 PF3D7_0624300        -            185   4.7e-17   49.1   6.5   1   1   4.7e-17   4.7e-17   49.1   6.5     2    57    98   152    97   154 0.95   1.1e-14   9.2e-14   9.9e-16 Plasmodium falciparum domain of unknown function (CPW_WPC)
Abhydro_lipase       PF04083.16    64 PF3D7_1018700        -            619   5.3e-06   12.3   0.0   1   1   2.6e-05   2.6e-05   10.1   0.0    11    25   242   256   232   265 0.83     0.071         1         1 Partial alpha/beta-hydrolase lipase region
CNV-Replicase_N      PF16688.5    108 PF3D7_1018700        -            619   7.1e-05    9.4   3.8   1   1   9.3e-05   9.3e-05    9.0   0.8    23    77   525   581   506   593 0.76      0.51         1         1 Replicase polyprotein N-term from Coronavirus nsp1
CoA_binding_2        PF13380.6    116 PF3D7_1437700        -            973   3.8e-22   65.3   0.0   1   1   8.1e-22   8.1e-22   64.2   0.0     1   115    44   171    44   172 0.96   4.4e-18         1         1 CoA binding domain
Succ_CoA_lig         PF13607.6    138 PF3D7_1437700        -            973   3.9e-50  155.5   0.0   1   1   7.1e-50   7.1e-50  154.6   0.0     1   138   187   324   187   324 0.99   3.9e-46         1         1 Succinyl-CoA ligase like flavodoxin domain
ATP-grasp_5          PF13549.6    222 PF3D7_1437700        -            973     1e-68  217.2   0.0   1   1   1.4e-68   1.4e-68  216.7   0.0     1   222   540   763   540   763 0.97   7.6e-65      0.28    0.0087 ATP-grasp domain
Endonuc-BsobI        PF09194.10   314 PF3D7_1345000        -            336   3.5e-05    9.2   3.7   1   1   1.6e-05   1.6e-05   10.3   0.5   133   221    33   122    26   141 0.75     0.087         1         1 Restriction endonuclease BsobI
Stealth_CR1          PF17101.5     29 PF3D7_1345000        -            336   7.2e-06   12.0   0.1   1   1   1.8e-05   1.8e-05   10.8   0.1    11    27   183   199   183   201 0.92     0.098         1         1 Stealth protein CR1, conserved region 1
zf-RING_2            PF13639.6     44 PF3D7_1345000        -            336   1.1e-06   15.2  12.9   1   1   2.5e-05   2.5e-05   10.9  13.0     2    43   236   286   235   287 0.70    0.0091         1         1 Ring finger domain
PBP1_TM              PF14812.6     85 PF3D7_1464400        -            104   9.1e-05    9.1   7.9   1   1   1.8e-05   1.8e-05   11.4   1.2    11    45     6    39     4    53 0.76     0.045     0.067    0.0021 Transmembrane domain of transglycosylase PBP1 at N-terminal
zf-C2H2_jaz          PF12171.8     27 PF3D7_1464400        -            104   2.7e-12   33.1   6.9   1   1   5.5e-12   5.5e-12   32.1   6.9     1    27    53    79    53    79 0.99     3e-08     3e-08   3.3e-10 Zinc-finger double-stranded RNA-binding
FixP_N               PF14715.6     48 PF3D7_1476200        -            512     7e-06   12.1   0.0   1   1   1.7e-05   1.7e-05   10.8   0.0    16    42    54    80    49    85 0.92     0.092         1         1 N-terminal domain of cytochrome oxidase-cbb3, FixP
PRESAN               PF09687.10   125 PF3D7_1476200        -            512   8.9e-25   73.9   7.1   1   1   8.9e-25   8.9e-25   73.9   7.1     3   124   301   422   299   422 0.97   1.6e-22   8.6e-22   8.2e-24 Plasmodium RESA N-terminal
WD40                 PF00400.32    38 PF3D7_0302000        -            600   9.5e-39  117.2  23.9   1   5   6.6e-11   6.6e-11   29.1   0.8     5    38   280   314   276   314 0.89   1.8e-08   7.3e-08   6.9e-10 WD domain, G-beta repeat
WD40                 PF00400.32    38 PF3D7_0302000        -            600   9.5e-39  117.2  23.9   2   5   2.5e-10   2.5e-10   27.3   0.1     4    38   321   356   318   356 0.94   5.2e-08   1.7e-07     2e-09 WD domain, G-beta repeat
WD40                 PF00400.32    38 PF3D7_0302000        -            600   9.5e-39  117.2  23.9   3   5   4.3e-11   4.3e-11   29.7   0.2     3    38   362   398   360   398 0.95   1.3e-08   2.3e-08   2.7e-10 WD domain, G-beta repeat
WD40                 PF00400.32    38 PF3D7_0302000        -            600   9.5e-39  117.2  23.9   4   5   2.6e-08   2.6e-08   20.9   0.1     4    38   405   440   402   440 0.87   2.4e-06   1.9e-05   2.5e-07 WD domain, G-beta repeat
WD40                 PF00400.32    38 PF3D7_0302000        -            600   9.5e-39  117.2  23.9   5   5   3.4e-05   3.4e-05   11.0   1.0     1    37   444   480   444   481 0.92    0.0013     0.012   0.00038 WD domain, G-beta repeat
RAP                  PF08373.10    58 PF3D7_1470600        -            533   6.9e-27   79.7   2.3   1   1   6.9e-27   6.9e-27   79.7   2.3     1    57   436   492   436   494 0.97   3.8e-23   7.1e-20   4.2e-22 RAP domain
DHHA2                PF02833.14   143 PF3D7_1310800        -           1385   1.3e-06   14.9   0.0   1   1   4.1e-06   4.1e-06   13.3   0.0     8    53   594   636   588   672 0.79     0.011         1         1 DHHA2 domain
TPR_19               PF14559.6     68 PF3D7_1310800        -           1385   2.1e-10   27.3   0.1   1   2   2.3e-05   2.3e-05   11.2   0.1    32    56  1037  1061  1028  1063 0.85     0.031      0.29    0.0088 Tetratricopeptide repeat
TPR_2                PF07719.17    34 PF3D7_1310800        -           1385   2.9e-19   54.3   5.9   1   3   1.3e-07   1.3e-07   17.9   1.9     1    32  1093  1124  1093  1126 0.93   8.5e-05   0.00016   5.3e-06 Tetratricopeptide repeat
TPR_2                PF07719.17    34 PF3D7_1310800        -           1385   2.9e-19   54.3   5.9   2   3     6e-08     6e-08   18.9   0.0     1    32  1127  1158  1127  1160 0.90   5.9e-05   9.8e-05     3e-06 Tetratricopeptide repeat
TPR_8                PF13181.6     34 PF3D7_1310800        -           1385   1.9e-18   51.8  11.9   3   3   1.5e-09   1.5e-09   24.0   1.3     2    33  1163  1194  1163  1195 0.95   2.7e-06   0.00014   3.9e-06 Tetratricopeptide repeat
Ribosomal_L14e       PF01929.17    75 PF3D7_1431700        -            165   4.4e-25   74.3   2.5   1   1   4.4e-25   4.4e-25   74.3   2.5     1    73    65   137    65   139 0.98   2.4e-21         1         1 Ribosomal protein L14
DUF3446              PF11928.8     88 PF3D7_0820800        -            816     1e-05   12.1   5.8   1   1   2.2e-05   2.2e-05   11.1   5.8    31    59   151   179   134   198 0.66     0.068     0.068    0.0021 Early growth response N-terminal domain
TFX_C                PF14601.6     83 PF3D7_0820800        -            816   3.2e-05   10.2   1.2   1   1     8e-05     8e-05    8.9   0.4    20    67   330   377   325   390 0.80      0.44         1         1 DNA_binding protein, TFX, C-term
DUF4614              PF15391.6    184 PF3D7_0820800        -            816   1.4e-06   14.6   1.2   1   1   1.4e-06   1.4e-06   14.6   1.2    11    93   394   475   384   489 0.62    0.0076         1         1 Domain of unknown function (DUF4614)
FYVE                 PF01363.21    68 PF3D7_1310300        -            247   5.7e-12   32.0   7.5   1   1   1.2e-11   1.2e-11   30.9   7.5     7    64    55   116    50   120 0.86   3.3e-08         1         1 FYVE zinc finger
NABP                 PF07990.12   388 PF3D7_1310300        -            247   7.2e-05    8.5   0.7   1   1   9.9e-05   9.9e-05    8.0   0.7    16   100   130   217   121   241 0.81      0.54         1         1 Nucleic acid binding protein NABP
GTP_EFTU             PF00009.27   194 PF3D7_1459100        -            797   4.1e-07   15.9   7.4   1   1   9.3e-06   9.3e-06   11.4   0.1    98   186   396   477   379   484 0.70    0.0019     0.022   0.00066 Elongation factor Tu GTP binding domain
MMR_HSR1             PF01926.23   114 PF3D7_1459100        -            797     1e-14   40.9   1.4   1   1   4.9e-14   4.9e-14   38.7   0.2     2    58   491   560   490   598 0.78   1.3e-11     6e-08   5.7e-10 50S ribosome-binding GTPase
DUF5327              PF17261.2     99 PF3D7_1001700        -            266   4.3e-08   20.1   1.6   1   1   1.2e-07   1.2e-07   18.7   1.6    25    86    27    87    18    98 0.57   0.00065         1         1 Family of unknown function (DUF5327)
PRESAN               PF09687.10   125 PF3D7_1001700        -            266   6.5e-31   93.7  15.9   1   1   6.5e-31   6.5e-31   93.7  15.9     2   125   121   244   120   244 0.99   1.2e-27   2.3e-27   1.1e-29 Plasmodium RESA N-terminal
SDA1                 PF05285.12   348 PF3D7_0729400        -            416   5.9e-10   25.1  44.8   1   1   5.9e-10   5.9e-10   25.1  44.8    55   177    23   138    12   209 0.60   1.1e-06     0.001   3.5e-05 SDA1
Brix                 PF04427.18   193 PF3D7_0729400        -            416   2.3e-31   95.6   0.5   1   1   2.3e-31   2.3e-31   95.6   0.5     8   193   178   354   172   354 0.79   1.3e-27   1.7e-17   1.7e-19 Brix domain
Ran-binding          PF05508.11   312 PF3D7_0729400        -            416   1.3e-05   10.4   0.5   1   1   4.3e-05   4.3e-05    8.7   0.5   176   234   330   384   325   406 0.64      0.23         1         1 RanGTP-binding protein
DUF3336              PF11815.8    138 PF3D7_0924000        -           1292   4.5e-13   35.3   4.5   1   1   4.5e-13   4.5e-13   35.3   4.5    11   124   126   244   118   256 0.86   2.4e-09         1         1 Domain of unknown function (DUF3336)
Patatin              PF01734.22   204 PF3D7_0924000        -           1292   1.1e-19   57.5   0.0   1   1   2.8e-17   2.8e-17   49.7   0.0    24   184   604   749   596   763 0.76   5.1e-14   1.5e-05   1.7e-07 Patatin-like phospholipase
DNA_pol_phi          PF04931.13   767 PF3D7_1336700        -            158   7.4e-06   10.3  37.6   1   1     1e-05     1e-05    9.8  37.6   639   690    85   139    64   152 0.44     0.027         1         1 DNA polymerase phi
LZ_Tnp_IS66          PF13007.7     69 PF3D7_1336700        -            158   7.9e-05    9.7   4.0   1   1   1.6e-05   1.6e-05   12.0   0.5    32    60   128   156    90   157 0.76     0.087         1         1 Transposase C of IS166 homeodomain
ABC2_membrane_2      PF12679.7    288 PF3D7_0909600        -            604   2.6e-05    9.7   0.0   1   1   4.8e-05   4.8e-05    8.8   0.0    13    68     3    72     1   247 0.89      0.15      0.15     0.005 ABC-2 family transporter protein
RtcR                 PF06956.11   183 PF3D7_1117000        -           1283   3.9e-06   12.6   0.3   1   1   9.1e-06   9.1e-06   11.4   0.3    86   141   229   286   195   315 0.79      0.05      0.16    0.0054 Regulator of RNA terminal phosphate cyclase
